../Instances/CVRP/X-n101-k25.vrp;2;28415;0.002504
../Instances/CVRP/X-n101-k25.vrp;2;28366;0.0418
../Instances/CVRP/X-n101-k25.vrp;2;28320;0.052311
../Instances/CVRP/X-n101-k25.vrp;2;27901;0.07512
../Instances/CVRP/X-n101-k25.vrp;2;27698;0.173455
../Instances/CVRP/X-n101-k25.vrp;2;27650;3.67106
../Instances/CVRP/X-n101-k25.vrp;2;27632;8.26109
../Instances/CVRP/X-n101-k25.vrp;2;27597;9.00782
